Date,Timestamp,Half,Team,Player,Event,Assist By,Highlight,Assist Highlight,Shot X,Shot Y,Assist X,Assist Y
2026-05-21,38:36.6,2H,B,Jake,Blocks,,none,,,,,
2026-05-21,38:38.5,2H,B,Andres,Interceptions,,none,,,,,
2026-05-21,38:49.3,2H,A,Gio,Tackles,,none,,,,,
2026-05-21,38:51.3,2H,A,Gio,On Target,,none,,,,,
2026-05-21,38:51.3,2H,A,Gio,Goals,,none,none,0.7730,0.2020,,
2026-05-21,39:08.4,2H,A,Richard,Interceptions,,none,,,,,
2026-05-21,39:12.6,2H,B,Bailey,Interceptions,,none,,,,,
2026-05-21,39:20.5,2H,A,Ines,Tackles,,none,,,,,
2026-05-21,39:28.2,2H,A,Gio,Interceptions,,none,,,,,
2026-05-21,39:30.2,2H,A,Gio,On Target,,none,,,,,
2026-05-21,39:30.5,2H,A,Gio,Nutmegs,,none,,,,,
2026-05-21,39:30.5,2H,B,James,GK Saves,,none,,,,,
2026-05-21,39:43.8,2H,B,Lachlan,Key Passes,,none,,,,,
2026-05-21,39:46.8,2H,B,Bailey,On Target,,none,,,,,
2026-05-21,39:46.9,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-21,39:47.8,2H,B,Lachlan,Goals,,none,none,0.8750,0.2950,,
2026-05-21,39:47.8,2H,B,Lachlan,On Target,,none,,,,,
2026-05-21,40:18.6,2H,B,Andres,Interceptions,,none,,,,,
2026-05-21,40:28.8,2H,B,Lachlan,Key Passes,,none,,,,,
2026-05-21,40:28.8,2H,B,Lachlan,Nutmegs,,none,,,,,
2026-05-21,40:29.5,2H,B,Bailey,Off Target,,none,,,,,
2026-05-21,40:30.6,2H,B,Lachlan,Off Target,,none,,,,,
2026-05-21,40:30.6,2H,B,Lachlan,Post,,none,,,,,
2026-05-21,40:34.3,2H,B,Bailey,Key Passes,,none,,,,,
2026-05-21,40:34.9,2H,B,Andres,Off Target,,none,,,,,
2026-05-21,40:36.4,2H,A,Richard,Interceptions,,none,,,,,
2026-05-21,40:43.9,2H,B,Lachlan,Interceptions,,none,,,,,
2026-05-21,40:45.7,2H,B,Andres,Tackles,,none,,,,,
2026-05-21,40:49.8,2H,A,Richard,Interceptions,,none,,,,,
2026-05-21,41:02.0,2H,B,Andres,Interceptions,,none,,,,,
2026-05-21,41:17.0,2H,A,Gio,Interceptions,,none,,,,,
2026-05-21,41:19.4,2H,B,Jake,Interceptions,,none,,,,,
2026-05-21,41:23.9,2H,B,Jake,On Target,,none,,,,,
2026-05-21,41:24.1,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-21,41:27.3,2H,B,Jake,Key Passes,,none,,,,,
2026-05-21,41:29.3,2H,B,Andres,Off Target,,none,,,,,
2026-05-21,41:45.9,2H,B,Andres,Interceptions,,none,,,,,
2026-05-21,41:47.5,2H,B,Andres,Key Passes,,none,,,,,
2026-05-21,41:48.5,2H,B,Jake,Off Target,,none,,,,,
2026-05-21,41:53.7,2H,B,Lachlan,Interceptions,,none,,,,,
2026-05-21,42:01.8,2H,B,Bailey,Interceptions,,none,,,,,
2026-05-21,42:03.4,2H,A,Lach2,Tackles,,none,,,,,
2026-05-21,42:40.0,2H,A,Richard,Tackles,,none,,,,,
2026-05-21,43:03.8,2H,B,Lachlan,Off Target,,none,,,,,
2026-05-21,43:05.6,2H,B,Jake,Off Target,,none,,,,,
2026-05-21,43:27.4,2H,A,Richard,On Target,,none,,,,,
2026-05-21,43:27.4,2H,A,Richard,Goals,Gio,none,none,0.8160,0.2640,0.5880,0.7890
2026-05-21,43:56.4,2H,A,Ines,Interceptions,,none,,,,,
2026-05-21,43:59.0,2H,A,Ines,Key Passes,,none,,,,,
2026-05-21,44:00.1,2H,A,Richard,Off Target,,none,,,,,
2026-05-21,44:00.1,2H,A,Richard,Post,,none,,,,,
2026-05-21,44:02.0,2H,A,Ines,On Target,,none,,,,,
2026-05-21,44:02.5,2H,B,Lachlan,Blocks,,none,,,,,
2026-05-21,44:07.0,2H,B,James,GK Removed,,,,,,,
2026-05-21,44:07.0,2H,B,Jake,GK On,,,,,,,
2026-05-21,44:07.0,2H,B,James,On Target,,none,,,,,
2026-05-21,44:07.5,2H,A,Alberto,GK Saves,,none,,,,,
2026-05-21,44:16.0,2H,A,Ines,Interceptions,,none,,,,,
2026-05-21,44:20.3,2H,B,Lachlan,Tackles,,none,,,,,
2026-05-21,44:27.6,2H,A,Gio,Key Passes,,none,,,,,
2026-05-21,44:28.8,2H,A,Ines,On Target,,none,,,,,
2026-05-21,44:29.1,2H,B,Jake,GK Saves,,none,,,,,
2026-05-21,44:36.0,2H,A,Richard,Interceptions,,none,,,,,
2026-05-21,44:47.1,2H,A,Gio,Interceptions,,none,,,,,
2026-05-21,44:51.6,2H,A,Gio,Tackles,,none,,,,,
2026-05-21,44:55.6,2H,B,Lachlan,Key Passes,,none,,,,,
2026-05-21,44:56.7,2H,B,Bailey,Off Target,,none,,,,,
2026-05-21,45:00.4,2H,A,Ines,Interceptions,,none,,,,,
2026-05-21,45:08.2,2H,A,Alberto,GK Removed,,,,,,,
2026-05-21,45:08.2,2H,A,Ines,GK On,,,,,,,
2026-05-21,45:20.3,2H,B,James,Interceptions,,none,,,,,
2026-05-21,45:24.7,2H,A,Richard,Nutmegs,,none,,,,,
2026-05-21,45:24.7,2H,B,Lachlan,Interceptions,,none,,,,,
2026-05-21,45:33.5,2H,B,Andres,Interceptions,,none,,,,,
2026-05-21,45:37.2,2H,A,Alberto,Tackles,,none,,,,,
2026-05-21,45:44.6,2H,B,Lachlan,Interceptions,,none,,,,,
2026-05-21,45:48.9,2H,A,Alberto,Interceptions,,none,,,,,
2026-05-21,45:54.3,2H,A,Lach2,Off Target,,none,,,,,
2026-05-21,46:08.7,2H,B,James,Goals,Andres,highlight,highlight,0.7070,0.7900,0.2600,0.2320
2026-05-21,46:08.7,2H,B,James,On Target,,none,,,,,
2026-05-21,46:31.9,2H,B,James,Tackles,,none,,,,,
2026-05-21,46:36.7,2H,B,Bailey,Key Passes,,none,,,,,
2026-05-21,46:37.6,2H,B,Andres,Off Target,,none,,,,,
2026-05-21,46:46.3,2H,A,Lach2,Nutmegs,,none,,,,,
2026-05-21,46:47.3,2H,A,Gio,Goals,Lach2,highlight,highlight,0.8070,0.5010,0.6570,0.4900
2026-05-21,46:47.3,2H,A,Gio,On Target,,none,,,,,
2026-05-21,47:05.0,2H,B,Bailey,Key Passes,,none,,,,,
2026-05-21,47:06.4,2H,B,Lachlan,On Target,,none,,,,,
2026-05-21,47:06.9,2H,A,Ines,GK Saves,,none,,,,,
2026-05-21,47:11.9,2H,B,Lachlan,Interceptions,,none,,,,,
2026-05-21,47:18.3,2H,A,Alberto,Interceptions,,none,,,,,
2026-05-21,47:24.9,2H,B,Andres,Interceptions,,none,,,,,
2026-05-21,47:26.0,2H,A,Lach2,Tackles,,none,,,,,
2026-05-21,47:30.2,2H,A,Alberto,On Target,,none,,,,,
2026-05-21,47:30.2,2H,A,Alberto,Goals,Gio,highlight,none,0.8250,0.3030,0.5840,0.3280
2026-05-21,47:55.2,2H,A,Richard,Interceptions,,none,,,,,
2026-05-28,0:00.000,1H,A,Alberto,GK On,,,,,,,
2026-05-28,0:00.000,1H,B,James,GK On,,,,,,,
2026-05-28,0:08.313,1H,B,Ines,On Target,,none,,,,,
2026-05-28,0:08.782,1H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,0:11.826,1H,B,Richard,Tackles,,none,,,,,
2026-05-28,0:12.856,1H,B,Ines,Key Passes,,none,,,,,
2026-05-28,0:14.401,1H,B,Richard,Off Target,,none,,,,,
2026-05-28,0:15.739,1H,B,Jake,Off Target,,none,,,,,
2026-05-28,0:15.739,1H,B,Jake,Post,,none,,,,,
2026-05-28,0:22.451,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,0:23.072,1H,A,Xavier,Tackles,,none,,,,,
2026-05-28,0:27.162,1H,B,Ines,Interceptions,,none,,,,,
2026-05-28,0:28.908,1H,A,Xavier,Tackles,,none,,,,,
2026-05-28,0:32.876,1H,A,Lach2,Goals,Lachlan,none,none,0.7270,0.5230,0.5630,0.7360
2026-05-28,0:32.876,1H,A,Lach2,On Target,,none,,,,,
2026-05-28,0:53.192,1H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,0:53.884,1H,B,Gio,Tackles,,none,,,,,
2026-05-28,0:57.715,1H,A,James2,On Target,,none,,,,,
2026-05-28,0:58.107,1H,B,James,GK Saves,,none,,,,,
2026-05-28,1:06.869,1H,A,Xavier,Tackles,,none,,,,,
2026-05-28,1:09.105,1H,B,Jake,Interceptions,,none,,,,,
2026-05-28,1:14.170,1H,B,Gio,Key Passes,,none,,,,,
2026-05-28,1:15.808,1H,B,Jake,On Target,,none,,,,,
2026-05-28,1:15.841,1H,A,Lachlan,Blocks,,none,,,,,
2026-05-28,1:35.031,1H,B,Ines,Interceptions,,none,,,,,
2026-05-28,1:38.076,1H,A,James2,Interceptions,,none,,,,,
2026-05-28,1:41.150,1H,B,Ines,Interceptions,,none,,,,,
2026-05-28,1:48.061,1H,A,James2,Interceptions,,none,,,,,
2026-05-28,1:51.981,1H,A,James2,Nutmegs,,none,,,,,
2026-05-28,1:52.665,1H,B,Ines,Interceptions,,none,,,,,
2026-05-28,1:57.495,1H,B,Gio,Interceptions,,none,,,,,
2026-05-28,1:58.188,1H,A,Xavier,Nutmegs,,none,,,,,
2026-05-28,1:59.926,1H,B,Ines,Interceptions,,none,,,,,
2026-05-28,2:01.850,1H,A,Lachlan,On Target,,none,,,,,
2026-05-28,2:02.349,1H,B,James,GK Saves,,none,,,,,
2026-05-28,2:07.150,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,2:09.664,1H,B,Jake,Tackles,,none,,,,,
2026-05-28,2:19.734,1H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,2:37.826,1H,A,Lachlan,Nutmegs,,none,,,,,
2026-05-28,2:40.411,1H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,2:42.568,1H,A,Lach2,On Target,,none,,,,,
2026-05-28,2:42.568,1H,B,James,GK Saves,,none,,,,,
2026-05-28,2:47.854,1H,B,James,Key Passes,,none,,,,,
2026-05-28,2:50.722,1H,B,Jake,On Target,,none,,,,,
2026-05-28,2:50.964,1H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,2:58.294,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,3:00.691,1H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,3:01.804,1H,A,Xavier,Off Target,,none,,,,,
2026-05-28,3:18.629,1H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,3:21.102,1H,A,Lach2,Tackles,,none,,,,,
2026-05-28,3:23.812,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,3:31.205,1H,B,James,Key Passes,,none,,,,,
2026-05-28,3:34.109,1H,B,Gio,On Target,,none,,,,,
2026-05-28,3:34.612,1H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,3:37.519,1H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,3:40.405,1H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,3:42.541,1H,B,Richard,Tackles,,none,,,,,
2026-05-28,3:49.239,1H,A,James2,Interceptions,,none,,,,,
2026-05-28,3:53.608,1H,B,Gio,Interceptions,,none,,,,,
2026-05-28,3:54.528,1H,A,James2,On Target,,none,,,,,
2026-05-28,3:54.528,1H,A,James2,Nutmegs,,none,,,,,
2026-05-28,3:54.980,1H,B,James,GK Saves,,none,,,,,
2026-05-28,3:56.860,1H,A,Lachlan,Goals,,none,none,0.9050,0.8030,,
2026-05-28,4:18.874,1H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,4:19.466,1H,B,Richard,Tackles,,none,,,,,
2026-05-28,4:22.781,1H,A,James2,On Target,,none,,,,,
2026-05-28,4:22.781,1H,A,James2,Goals,,none,none,0.7070,0.1450,,
2026-05-28,3:56.897,1H,A,Lachlan,On Target,,none,,,,,
2026-05-28,4:04.430,1H,B,James,GK Removed,,,,,,,
2026-05-28,4:04.430,1H,B,Ines,GK On,,,,,,,
2026-05-28,4:36.763,1H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,4:36.000,1H,B,James,On Target,,none,,,,,
2026-05-28,4:40.669,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,4:42.871,1H,B,James,Key Passes,,none,,,,,
2026-05-28,4:44.456,1H,B,Richard,Off Target,,none,,,,,
2026-05-28,5:09.819,1H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,5:12.095,1H,A,Lachlan,Off Target,,none,,,,,
2026-05-28,5:13.923,1H,A,Lach2,Off Target,,none,,,,,
2026-05-28,5:13.923,1H,A,Lach2,Nutmegs,,none,,,,,
2026-05-28,5:17.215,1H,B,Gio,Interceptions,,none,,,,,
2026-05-28,5:18.871,1H,B,Gio,Tackles,,none,,,,,
2026-05-28,5:22.697,1H,B,Ines,Key Passes,,none,,,,,
2026-05-28,5:26.167,1H,B,Jake,Off Target,,none,,,,,
2026-05-28,5:26.207,1H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,5:31.180,1H,B,Gio,Tackles,,none,,,,,
2026-05-28,5:31.464,1H,B,Gio,Nutmegs,,none,,,,,
2026-05-28,5:46.306,1H,A,Lachlan,Nutmegs,,none,,,,,
2026-05-28,5:46.597,1H,B,Gio,Interceptions,,none,,,,,
2026-05-28,5:50.739,1H,B,Jake,Off Target,,none,,,,,
2026-05-28,5:50.739,1H,B,Jake,Post,,none,,,,,
2026-05-28,5:56.182,1H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,5:58.330,1H,A,Lachlan,On Target,,none,,,,,
2026-05-28,5:58.462,1H,B,Gio,Blocks,,none,,,,,
2026-05-28,6:09.052,1H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,6:17.207,1H,B,James,Interceptions,,none,,,,,
2026-05-28,6:27.779,1H,A,Lachlan,Key Passes,,none,,,,,
2026-05-28,6:28.672,1H,A,Xavier,Off Target,,none,,,,,
2026-05-28,6:32.164,1H,A,Lachlan,Off Target,,none,,,,,
2026-05-28,6:32.296,1H,B,Gio,Blocks,,none,,,,,
2026-05-28,6:34.608,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,6:54.810,1H,A,James2,Key Passes,,none,,,,,
2026-05-28,6:56.048,1H,A,Xavier,Off Target,,none,,,,,
2026-05-28,6:58.854,1H,A,Xavier,Tackles,,none,,,,,
2026-05-28,7:00.192,1H,B,Jake,Tackles,,none,,,,,
2026-05-28,7:03.490,1H,A,James2,Key Passes,,none,,,,,
2026-05-28,7:04.417,1H,A,Lachlan,On Target,,none,,,,,
2026-05-28,7:04.549,1H,B,Ines,GK Saves,,none,,,,,
2026-05-28,7:05.246,1H,A,Lachlan,Nutmegs,,none,,,,,
2026-05-28,7:05.246,1H,A,Lachlan,Goals,James2,none,none,0.8210,0.2730,0.5880,0.6660
2026-05-28,7:05.246,1H,A,Lachlan,On Target,,none,,,,,
2026-05-28,7:11.059,1H,B,Ines,GK Removed,,,,,,,
2026-05-28,7:11.059,1H,B,Richard,GK On,,,,,,,
2026-05-28,7:27.471,1H,B,James,Key Passes,,none,,,,,
2026-05-28,7:28.360,1H,B,Jake,Off Target,,none,,,,,
2026-05-28,7:36.365,1H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,7:38.852,1H,A,James2,On Target,,none,,,,,
2026-05-28,7:39.149,1H,B,Richard,GK Saves,,none,,,,,
2026-05-28,7:58.674,1H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,8:06.308,1H,B,James,Interceptions,,none,,,,,
2026-05-28,8:18.691,1H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,8:28.919,1H,A,James2,Key Passes,,none,,,,,
2026-05-28,8:30.176,1H,A,Lachlan,Off Target,,none,,,,,
2026-05-28,8:35.684,1H,A,Lach2,On Target,,none,,,,,
2026-05-28,8:35.684,1H,A,Lach2,Goals,James2,none,none,0.7550,0.5880,0.7620,0.1350
2026-05-28,8:50.372,1H,B,Gio,Off Target,,none,,,,,
2026-05-28,8:52.847,1H,B,James,Off Target,,none,,,,,
2026-05-28,9:06.988,1H,B,Ines,Tackles,,none,,,,,
2026-05-28,9:09.062,1H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,9:11.576,1H,A,Xavier,On Target,,none,,,,,
2026-05-28,9:11.576,1H,A,Xavier,Goals,,highlight,none,0.6730,0.9700,,
2026-05-28,9:29.236,1H,B,Ines,On Target,,none,,,,,
2026-05-28,9:29.688,1H,A,Xavier,Blocks,,none,,,,,
2026-05-28,9:34.067,1H,B,James,Interceptions,,none,,,,,
2026-05-28,9:35.254,1H,B,James,On Target,,none,,,,,
2026-05-28,9:35.346,1H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,9:38.032,1H,B,Ines,On Target,,none,,,,,
2026-05-28,9:38.032,1H,B,Ines,Goals,,none,none,0.6070,0.6630,,
2026-05-28,9:59.323,1H,A,Lachlan,Goals,Lach2,none,highlight,0.8460,0.4960,0.5520,0.7360
2026-05-28,10:28.575,1H,A,James2,Interceptions,,none,,,,,
2026-05-28,10:37.244,1H,A,James2,Key Passes,,none,,,,,
2026-05-28,10:38.078,1H,A,Lach2,Off Target,,none,,,,,
2026-05-28,10:39.544,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,10:42.945,1H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,10:50.020,1H,B,Jake,Tackles,,none,,,,,
2026-05-28,10:50.828,1H,A,Xavier,Off Target,,none,,,,,
2026-05-28,10:57.102,1H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,10:59.416,1H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,11:00.229,1H,A,James2,Off Target,,none,,,,,
2026-05-28,11:11.007,1H,A,Lachlan,Tackles,,none,,,,,
2026-05-28,11:13.499,1H,B,Jake,Off Target,,none,,,,,
2026-05-28,11:13.528,1H,B,Jake,Post,,none,,,,,
2026-05-28,11:19.015,1H,B,Ines,Tackles,,none,,,,,
2026-05-28,11:31.222,1H,B,Jake,Interceptions,,none,,,,,
2026-05-28,11:32.776,1H,A,Lach2,Tackles,,none,,,,,
2026-05-28,11:39.280,1H,B,James,Key Passes,,none,,,,,
2026-05-28,11:40.165,1H,B,Gio,On Target,,none,,,,,
2026-05-28,11:40.501,1H,A,Alberto,GK Saves,,none,,,,,
2026-05-28,11:48.600,1H,B,Jake,Interceptions,,none,,,,,
2026-05-28,11:54.241,1H,B,Jake,Key Passes,,none,,,,,
2026-05-28,11:56.907,1H,B,James,Off Target,,none,,,,,
2026-05-28,11:53.176,1H,A,Alberto,GK Removed,,,,,,,
2026-05-28,11:53.176,1H,A,Lachlan,GK On,,,,,,,
2026-05-28,11:57.383,1H,A,Lachlan,GK Saves,,none,,,,,
2026-05-28,12:24.976,1H,A,James2,Tackles,,none,,,,,
2026-05-28,12:29.131,1H,B,James,Tackles,,none,,,,,
2026-05-28,12:36.214,1H,A,James2,Interceptions,,none,,,,,
2026-05-28,12:46.802,1H,B,James,Key Passes,,none,,,,,
2026-05-28,12:47.460,1H,B,Gio,On Target,,none,,,,,
2026-05-28,12:47.926,1H,A,Lachlan,GK Saves,,none,,,,,
2026-05-28,12:58.118,1H,A,Alberto,Nutmegs,,none,,,,,
2026-05-28,12:58.118,1H,B,Jake,Interceptions,,none,,,,,
2026-05-28,13:01.192,1H,A,Lach2,Tackles,,none,,,,,
2026-05-28,13:05.044,1H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,13:08.687,1H,A,Xavier,On Target,,none,,,,,
2026-05-28,13:09.067,1H,B,Richard,GK Saves,,none,,,,,
2026-05-28,13:11.992,1H,A,Lach2,Off Target,,none,,,,,
2026-05-28,13:11.992,1H,A,Lach2,Post,,none,,,,,
2026-05-28,13:13.753,1H,A,Xavier,Goals,,none,none,0.9030,0.2070,,
2026-05-28,13:26.776,1H,B,Richard,GK Removed,,,,,,,
2026-05-28,13:26.776,1H,B,Ines,GK On,,,,,,,
2026-05-28,13:40.550,1H,B,Richard,Tackles,,none,,,,,
2026-05-28,13:42.039,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,13:58.899,1H,B,Gio,Tackles,,none,,,,,
2026-05-28,14:13.992,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,14:21.212,1H,B,James,Key Passes,,none,,,,,
2026-05-28,14:23.771,1H,B,Jake,Off Target,,none,,,,,
2026-05-28,14:36.591,1H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,14:38.642,1H,A,Xavier,Interceptions,,none,,,,,
2026-05-28,14:53.548,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,14:54.522,1H,B,Richard,Key Passes,,none,,,,,
2026-05-28,14:56.026,1H,B,Jake,Off Target,,none,,,,,
2026-05-28,14:56.208,1H,A,James2,Blocks,,none,,,,,
2026-05-28,15:04.990,1H,A,Xavier,On Target,,none,,,,,
2026-05-28,15:05.023,1H,B,Gio,Blocks,,none,,,,,
2026-05-28,15:10.154,1H,A,Lach2,Tackles,,none,,,,,
2026-05-28,15:13.439,1H,B,Jake,Key Passes,,none,,,,,
2026-05-28,15:16.105,1H,B,James,On Target,,none,,,,,
2026-05-28,15:16.635,1H,A,Lachlan,GK Saves,,none,,,,,
2026-05-28,15:19.735,1H,B,Gio,Interceptions,,none,,,,,
2026-05-28,15:22.171,1H,B,Jake,On Target,,none,,,,,
2026-05-28,15:22.363,1H,A,Xavier,Blocks,,none,,,,,
2026-05-28,15:27.799,1H,A,James2,On Target,,none,,,,,
2026-05-28,15:27.832,1H,B,Richard,Blocks,,none,,,,,
2026-05-28,15:39.463,1H,A,James2,Tackles,,none,,,,,
2026-05-28,15:46.915,1H,A,Lachlan,GK Removed,,,,,,,
2026-05-28,15:46.915,1H,A,James2,GK On,,,,,,,
2026-05-28,15:54.880,1H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,15:59.998,1H,B,Richard,Tackles,,none,,,,,
2026-05-28,16:09.348,1H,B,Richard,On Target,,none,,,,,
2026-05-28,16:10.931,1H,B,Jake,Off Target,,none,,,,,
2026-05-28,16:13.693,1H,B,James,Nutmegs,,none,,,,,
2026-05-28,16:13.691,1H,B,James,Key Passes,,none,,,,,
2026-05-28,16:15.207,1H,B,Richard,On Target,,none,,,,,
2026-05-28,16:15.476,1H,A,Xavier,Blocks,,none,,,,,
2026-05-28,16:21.301,1H,A,Alberto,Tackles,,none,,,,,
2026-05-28,16:30.361,1H,B,Ines,Key Passes,,none,,,,,
2026-05-28,16:33.774,1H,B,James,On Target,,none,,,,,
2026-05-28,16:34.194,1H,A,James2,GK Saves,,none,,,,,
2026-05-28,17:12.754,1H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,17:15.076,1H,A,Lachlan,On Target,,none,,,,,
2026-05-28,17:15.355,1H,B,Ines,GK Saves,,none,,,,,
2026-05-28,17:16.797,1H,B,Gio,Interceptions,,none,,,,,
2026-05-28,17:20.040,1H,B,Gio,Key Passes,,none,,,,,
2026-05-28,17:22.022,1H,B,James,On Target,,none,,,,,
2026-05-28,17:22.391,1H,A,James2,GK Saves,,none,,,,,
2026-05-28,17:23.569,1H,B,Jake,Goals,,none,none,0.8620,0.2330,,
2026-05-28,17:23.569,1H,B,Jake,On Target,,none,,,,,
2026-05-28,18:09.105,1H,B,James,Interceptions,,none,,,,,
2026-05-28,18:18.459,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,18:20.546,1H,B,Richard,Off Target,,none,,,,,
2026-05-28,18:28.109,1H,B,Gio,Interceptions,,none,,,,,
2026-05-28,18:29.139,1H,B,Jake,Tackles,,none,,,,,
2026-05-28,18:32.348,1H,A,Lachlan,Interceptions,,none,,,,,
2026-05-28,18:38.928,1H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,18:46.055,1H,B,Richard,Tackles,,none,,,,,
2026-05-28,18:51.825,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,18:53.073,1H,A,Lachlan,Key Passes,,none,,,,,
2026-05-28,18:55.505,1H,A,Lach2,Off Target,,none,,,,,
2026-05-28,18:56.707,1H,A,Alberto,Off Target,,none,,,,,
2026-05-28,19:10.972,1H,B,Gio,Key Passes,,none,,,,,
2026-05-28,19:12.287,1H,B,Jake,On Target,,none,,,,,
2026-05-28,19:12.871,1H,A,James2,GK Saves,,none,,,,,
2026-05-28,19:19.560,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,19:20.996,1H,A,Alberto,Interceptions,,none,,,,,
2026-05-28,19:26.447,1H,B,Jake,Tackles,,none,,,,,
2026-05-28,19:34.734,1H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,19:46.215,1H,B,James,Key Passes,,none,,,,,
2026-05-28,19:47.953,1H,B,Gio,On Target,,none,,,,,
2026-05-28,19:48.105,1H,A,Lach2,Blocks,,none,,,,,
2026-05-28,20:15.227,1H,B,Richard,Interceptions,,none,,,,,
2026-05-28,20:28.150,1H,B,Ines,GK Removed,,,,,,,
2026-05-28,20:28.150,1H,B,Richard,GK On,,,,,,,
2026-05-28,20:40.410,1H,A,Lachlan,Key Passes,,none,,,,,
2026-05-28,20:42.129,1H,A,Xavier,Off Target,,none,,,,,
2026-05-28,20:44.337,1H,A,Xavier,Tackles,,none,,,,,
2026-05-28,20:46.325,1H,A,Xavier,Off Target,,none,,,,,
2026-05-28,20:46.788,1H,B,Richard,GK Saves,,none,,,,,
2026-05-28,20:49.105,1H,A,Lachlan,On Target,,none,,,,,
2026-05-28,20:49.297,1H,B,Richard,GK Saves,,none,,,,,
2026-05-28,21:01.097,1H,A,Alberto,Tackles,,none,,,,,
2026-05-28,21:07.578,1H,A,Lachlan,On Target,,none,,,,,
2026-05-28,21:07.578,1H,A,Lachlan,Goals,Xavier,highlight,none,0.7710,0.7680,0.7160,0.5040
2026-05-28,21:06.336,1H,A,Lachlan,Nutmegs,,none,,,,,
2026-05-28,21:27.923,1H,A,Alberto,Interceptions,,none,,,,,
2026-05-28,21:41.425,1H,B,Ines,Interceptions,,none,,,,,
2026-05-28,21:42.295,1H,A,Lach2,Tackles,,none,,,,,
2026-05-28,21:58.235,1H,A,Xavier,On Target,,none,,,,,
2026-05-28,21:58.951,1H,B,Richard,GK Saves,,none,,,,,
2026-05-28,22:08.920,1H,A,Lachlan,Key Passes,,none,,,,,
2026-05-28,22:09.768,1H,A,Xavier,Off Target,,none,,,,,
2026-05-28,22:10.048,1H,B,Ines,Blocks,,none,,,,,
2026-05-28,22:15.943,1H,A,Xavier,Tackles,,none,,,,,
2026-05-28,22:37.495,1H,A,Alberto,Interceptions,,none,,,,,
2026-05-28,22:40.008,1H,A,Alberto,Off Target,,none,,,,,
2026-05-28,22:46.267,1H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,22:48.085,1H,A,Alberto,Key Passes,,none,,,,,
2026-05-28,22:50.302,1H,A,Lach2,Off Target,,none,,,,,
2026-05-28,23:08.540,1H,B,Ines,Interceptions,,none,,,,,
2026-05-28,23:21.582,1H,B,Ines,Interceptions,,none,,,,,
2026-05-28,23:21.681,1H,B,Ines,Off Target,,none,,,,,
2026-05-28,23:21.681,1H,B,Ines,Post,,none,,,,,
2026-05-28,23:23.999,1H,B,Gio,On Target,,none,,,,,
2026-05-28,23:24.190,1H,A,Xavier,Blocks,,none,,,,,
2026-05-28,23:32.634,1H,A,Lachlan,Key Passes,,none,,,,,
2026-05-28,23:33.842,1H,A,Alberto,Off Target,,none,,,,,
2026-05-28,23:45.403,1H,A,Lach2,Interceptions,,none,,,,,
2026-05-28,23:45.509,1H,A,Lach2,Key Passes,,none,,,,,
2026-05-28,23:49.837,1H,A,Xavier,On Target,,none,,,,,
